Keyword,Searches: Mar 2014,Searches: Apr 2014,Searches: May 2014,Searches: Jun 2014,Searches: Jul 2014,Searches: Aug 2014,Searches: Sep 2014,Searches: Oct 2014,Searches: Nov 2014,Searches: Dec 2014,Searches: Jan 2015,Searches: Feb 2015,Searches: Mar 2015,Searches: Apr 2015,Searches: May 2015,Searches: Jun 2015,Searches: Jul 2015,Searches: Aug 2015,Searches: Sep 2015,Searches: Oct 2015,Searches: Nov 2015,Searches: Dec 2015,Searches: Jan 2016,Searches: Feb 2016
Ralph Lauren,673000,673000,673000,550000,673000,673000,673000,673000,1000000,1000000,823000,823000,673000,673000,673000,550000,673000,673000,823000,823000,1000000,1000000,823000,673000
Hertz,1000000,823000,1000000,1000000,1000000,1000000,823000,823000,823000,823000,823000,823000,1000000,1000000,1000000,1000000,1000000,1000000,823000,823000,823000,823000,823000,823000
Safeway,823000,673000,673000,673000,673000,673000,673000,673000,823000,823000,673000,673000,673000,673000,823000,823000,823000,823000,673000,673000,823000,1000000,823000,823000
Rent A Center,673000,550000,673000,673000,673000,673000,823000,823000,823000,823000,823000,823000,823000,823000,823000,823000,823000,823000,823000,823000,1000000,823000,823000,823000
Six Flags,368000,550000,673000,1000000,1000000,673000,368000,368000,165000,201000,201000,201000,450000,550000,823000,1000000,1000000,823000,550000,673000,246000,301000,246000,301000
Quest Diagnostics,550000,673000,823000,823000,823000,823000,1000000,1000000,823000,823000,823000,823000,823000,823000,823000,1000000,823000,823000,823000,1000000,673000,673000,673000,1000000
Scottrade,1000000,823000,673000,673000,673000,673000,823000,823000,673000,673000,823000,823000,823000,673000,673000,673000,673000,673000,368000,550000,450000,450000,550000,550000
Monster,1220000,1220000,1220000,1000000,1220000,1220000,1220000,1220000,1000000,823000,1220000,1000000,1000000,1000000,1000000,1000000,1000000,1000000,1000000,1000000,1000000,823000,1220000,1000000
Myspace,1220000,1000000,1220000,1000000,1000000,1000000,1000000,1000000,1000000,1000000,1220000,1000000,1000000,1000000,823000,823000,1000000,1000000,823000,823000,823000,823000,1000000,1000000
J Crew,1000000,1000000,1000000,823000,823000,1000000,1000000,1000000,1220000,1220000,823000,823000,1000000,823000,823000,823000,823000,823000,823000,823000,1220000,1220000,823000,673000
NBC,1220000,1000000,1000000,673000,550000,550000,1000000,1000000,1000000,823000,1000000,1220000,823000,823000,673000,673000,550000,550000,1000000,1000000,1000000,823000,1000000,823000
Pep Boys,1000000,1000000,1000000,1000000,1000000,1000000,1000000,1000000,1000000,1000000,1000000,1000000,1000000,1000000,1000000,1000000,1220000,1220000,1000000,1000000,1000000,1000000,1000000,1000000
Panda Express,450000,450000,550000,550000,550000,550000,550000,673000,550000,673000,673000,673000,823000,823000,823000,673000,823000,823000,823000,823000,823000,1220000,1000000,1000000
Microsoft,1000000,823000,823000,673000,823000,823000,1000000,1000000,1220000,1220000,1000000,1000000,1000000,823000,823000,823000,1000000,1220000,1220000,1220000,1220000,1500000,1220000,1220000
Marriott,1220000,1220000,1220000,1220000,1500000,1220000,1220000,1220000,1000000,1000000,1220000,1220000,1500000,1220000,1220000,1220000,1500000,1220000,1220000,1220000,1000000,1000000,1220000,1220000
State Farm,1220000,1000000,1000000,1000000,1220000,1220000,1220000,1220000,1000000,1000000,1220000,1220000,1220000,1220000,1220000,1220000,1220000,1500000,1220000,1500000,1220000,1220000,1500000,1500000
Payless,1000000,1220000,1000000,1000000,823000,1220000,1000000,1220000,1500000,1220000,823000,823000,1220000,1220000,1220000,1000000,1000000,1220000,1220000,1500000,1500000,1220000,823000,1000000
Rite Aid,1000000,1000000,1000000,1000000,1000000,1000000,1000000,1000000,1000000,1220000,1220000,1000000,1000000,1000000,1000000,1220000,1220000,1220000,1220000,1220000,1220000,1500000,1220000,1220000
Dairy Queen,550000,823000,823000,823000,823000,823000,673000,550000,450000,450000,673000,550000,1220000,1000000,1220000,1220000,1500000,1220000,1000000,823000,673000,673000,823000,823000
Panera Bread,673000,673000,673000,673000,823000,673000,673000,823000,823000,823000,1000000,823000,1000000,1000000,823000,1000000,1000000,1000000,1000000,1220000,1220000,1220000,1500000,1500000
Meijer,673000,673000,823000,823000,823000,823000,673000,823000,1220000,1220000,823000,673000,823000,823000,823000,823000,1000000,1000000,823000,823000,1220000,1500000,823000,823000
LL Bean,450000,450000,450000,450000,550000,550000,550000,673000,1500000,1500000,673000,550000,450000,368000,368000,450000,550000,550000,550000,823000,1220000,1220000,823000,450000
Progressive,1220000,1220000,1500000,1500000,1220000,1220000,1220000,1500000,1220000,1220000,1500000,1500000,1830000,1830000,1500000,1500000,1830000,1830000,1830000,1830000,1500000,1500000,1830000,1830000
Petco,1500000,1220000,1220000,1220000,1500000,1500000,1500000,1500000,1500000,1500000,1500000,1500000,1500000,1500000,1500000,1500000,1830000,1830000,1500000,1500000,1830000,1830000,1830000,1830000
Little Caesars,1000000,1000000,1000000,1000000,1220000,1500000,1830000,1830000,1500000,1830000,1830000,1500000,1500000,1220000,1220000,1500000,1220000,1500000,1830000,1830000,1500000,450000,1000000,1830000
Kroger,1220000,1220000,1220000,1220000,1500000,1500000,1220000,1220000,1500000,1830000,1500000,1220000,1500000,1500000,1500000,1500000,1830000,1830000,1500000,1500000,1830000,1830000,1830000,1500000
Publix,1000000,1220000,1220000,1220000,1220000,1220000,1220000,1220000,1220000,1500000,1500000,1220000,1220000,1500000,1500000,1500000,1500000,1500000,1500000,1500000,1830000,1830000,1500000,1500000
Neiman Marcus,1220000,1220000,1220000,1220000,1000000,1220000,1220000,1220000,1500000,1830000,1500000,1220000,1220000,1220000,1220000,1220000,1220000,1000000,1220000,1220000,1830000,1830000,1500000,1220000
Hot Topic,823000,823000,823000,823000,1000000,1000000,1000000,1220000,1220000,1500000,1000000,823000,823000,823000,823000,1000000,1220000,1220000,1220000,1220000,1500000,1830000,1000000,823000
Patagonia,450000,450000,368000,301000,450000,550000,550000,823000,1500000,1220000,1000000,823000,550000,550000,450000,450000,550000,673000,673000,1000000,1830000,1830000,1220000,1000000
Subway,1500000,1500000,1500000,1500000,1500000,1500000,1500000,1500000,1500000,1500000,1830000,1500000,1830000,1830000,1830000,1830000,1830000,1830000,1500000,1500000,2240000,1830000,1830000,1830000
PNC Bank,2240000,2240000,2240000,2240000,2240000,2240000,1830000,1830000,1500000,1500000,1500000,1500000,1500000,1500000,1500000,1500000,1500000,1830000,1500000,1500000,1500000,1830000,1500000,1500000
Menards,1830000,2240000,2740000,2240000,2240000,2240000,1830000,2240000,2740000,2240000,2240000,1830000,2240000,2740000,2740000,2740000,2740000,2740000,2240000,2740000,2740000,2740000,2240000,2240000
Overstock,2240000,1830000,1830000,1830000,2240000,2240000,2240000,2240000,2740000,2740000,2240000,2240000,2240000,1830000,1830000,1830000,1830000,1830000,1830000,1830000,2740000,2240000,2240000,1830000
McDonalds,2240000,2240000,2240000,2240000,2240000,2240000,2240000,2740000,2240000,2740000,2740000,2240000,2740000,2740000,2740000,2740000,3350000,2740000,2740000,3350000,3350000,3350000,3350000,2740000
JetBlue,3350000,2740000,2740000,2740000,3350000,2740000,2740000,2740000,2740000,2740000,3350000,3350000,3350000,2740000,2740000,3350000,3350000,3350000,2740000,2740000,2240000,2740000,3350000,3350000
Office Depot,2240000,2240000,2240000,2240000,2740000,3350000,2740000,2240000,2740000,2240000,2740000,2240000,2240000,2240000,2240000,2240000,2740000,3350000,2240000,2240000,2240000,2240000,2740000,2240000
Jimmy Johns,2740000,2240000,2240000,2240000,2240000,2240000,2740000,2740000,2240000,2240000,2740000,2740000,3350000,3350000,2740000,2740000,2740000,3350000,3350000,3350000,2740000,2740000,3350000,3350000
PetSmart,1830000,1830000,1830000,2240000,2240000,2240000,2240000,2240000,2240000,2740000,2240000,2240000,2240000,2240000,2240000,2740000,2740000,2740000,2240000,2740000,2740000,3350000,2740000,2740000
Spirit Airlines,2240000,1830000,2240000,2240000,2240000,2240000,2240000,2240000,2240000,2240000,2740000,2740000,3350000,2740000,2240000,2740000,2740000,2740000,2240000,2240000,2240000,2240000,3350000,2740000
Priceline,3350000,3350000,3350000,3350000,4090000,3350000,2740000,2740000,2240000,2240000,2740000,2740000,3350000,3350000,3350000,3350000,4090000,3350000,2740000,2740000,2240000,2240000,2740000,2740000
Nike,2740000,2740000,2740000,2740000,2740000,2740000,2740000,2740000,3350000,3350000,3350000,3350000,3350000,2740000,2740000,2740000,3350000,3350000,3350000,3350000,5000000,5000000,4090000,4090000
Starbucks,2740000,2740000,2740000,2740000,2740000,2740000,2740000,2740000,3350000,4090000,3350000,2740000,3350000,3350000,3350000,3350000,3350000,3350000,3350000,3350000,5000000,5000000,4090000,4090000
Staples,3350000,2740000,2740000,2740000,3350000,4090000,3350000,3350000,4090000,4090000,4090000,3350000,3350000,3350000,3350000,2740000,4090000,5000000,4090000,3350000,3350000,3350000,3350000,3350000
Hobby Lobby,2240000,2240000,2240000,2740000,2740000,2740000,2740000,2740000,3350000,4090000,2740000,2740000,2740000,2740000,2740000,2740000,2740000,3350000,3350000,3350000,4090000,5000000,3350000,3350000
QVC,4090000,3350000,3350000,3350000,3350000,4090000,4090000,4090000,5000000,6120000,4090000,3350000,4090000,4090000,4090000,3350000,4090000,4090000,4090000,4090000,5000000,6120000,4090000,3350000
Papa Johns,5000000,5000000,5000000,5000000,5000000,5000000,5000000,5000000,5000000,6120000,6120000,6120000,5000000,5000000,5000000,5000000,6120000,6120000,5000000,6120000,6120000,6120000,6120000,6120000
Kmart,2740000,2740000,2740000,2740000,2740000,2740000,2740000,3350000,5000000,6120000,2740000,2240000,2740000,2240000,2740000,2740000,2740000,2740000,2740000,3350000,5000000,5000000,2740000,2240000
Sprint,4090000,3350000,3350000,3350000,3350000,4090000,6120000,5000000,4090000,5000000,4090000,3350000,4090000,3350000,4090000,4090000,4090000,4090000,4090000,4090000,3350000,4090000,3350000,3350000
Sears,5000000,5000000,5000000,5000000,5000000,5000000,4090000,4090000,7480000,7480000,4090000,4090000,4090000,4090000,5000000,4090000,4090000,4090000,4090000,4090000,6120000,7480000,4090000,4090000
LinkedIn,7480000,7480000,7480000,7480000,7480000,7480000,7480000,9140000,7480000,6120000,9140000,7480000,9140000,9140000,7480000,9140000,9140000,9140000,9140000,9140000,7480000,7480000,9140000,9140000
Southwest Airlines,7480000,6120000,6120000,7480000,7480000,6120000,7480000,7480000,6120000,6120000,7480000,7480000,7480000,7480000,6120000,9140000,7480000,6120000,6120000,5000000,5000000,5000000,7480000,6120000
Nordstrom,6120000,6120000,6120000,5000000,6120000,5000000,6120000,6120000,7480000,9140000,6120000,5000000,6120000,6120000,6120000,5000000,6120000,5000000,5000000,6120000,9140000,9140000,6120000,6120000
Macys,4090000,4090000,4090000,4090000,3350000,4090000,4090000,4090000,7480000,9140000,5000000,4090000,4090000,4090000,5000000,4090000,4090000,4090000,5000000,5000000,9140000,9140000,6120000,9140000
Kohls,3350000,5000000,3350000,2740000,3350000,3350000,3350000,3350000,6120000,7480000,3350000,3350000,4090000,3350000,3350000,3350000,3350000,4090000,4090000,4090000,7480000,9140000,5000000,6120000
Pizza Hut,7480000,6120000,7480000,6120000,7480000,7480000,7480000,7480000,9140000,9140000,9140000,9140000,9140000,9140000,9140000,9140000,9140000,9140000,9140000,9140000,9140000,11100000,11100000,11100000
Lowes,11100000,11100000,13600000,11100000,11100000,11100000,9140000,9140000,11100000,11100000,9140000,9140000,11100000,11100000,13600000,11100000,11100000,11100000,9140000,9140000,11100000,11100000,11100000,9140000
Home Depot,13600000,16600000,16600000,16600000,16600000,16600000,16600000,13600000,16600000,16600000,13600000,13600000,16600000,20400000,20400000,16600000,16600000,16600000,16600000,16600000,20400000,16600000,16600000,16600000
Netflix,24900000,20400000,20400000,20400000,20400000,20400000,20400000,20400000,20400000,24900000,24900000,20400000,20400000,20400000,20400000,24900000,20400000,24900000,20400000,24900000,20400000,24900000,24900000,20400000
JN International Medical,,,,,,,,,,,,,,,,,,,,,,,,
Overcast Media,,,,,,,,,,,,,,,,,,,,,,,,
Sunsweet Growers incorporated,,,,,,,,,,,,,,,,,,,,,,,,
